Name	Title	Comment	ChatText1	ChatText2	ChatText3
Sild	Fortune Seller	Meteor Pit	Offer charms, share the blessings!	Charms can be exchanged for a mystery package. Do you want to try your luck?	
Praying Priest		Meteor Pit	Fate brings together, my friend.	If you give me an offering, I will give you a charm.	
Generous Lady	Tools On Sale!	Card Vendor npc	Collect Purchase Cards and exchange them with me for items!	Collect Purchase Cards and exchange them with me for items!	
Generous Lady	Tools On Sale!	Card Vendor	Collect Purchase Cards and exchange them with me for items!	Collect Purchase Cards and exchange them with me for items!	
Generous Lady	Tools On Sale!	Card Vendor	Collect Purchase Cards and exchange them with me for items!	Collect Purchase Cards and exchange them with me for items!	
Generous Lady	Tools On Sale!	Card Vendor	Collect Purchase Cards and exchange them with me for items!	Collect Purchase Cards and exchange them with me for items!	
Generous Lady	Tools On Sale!	Card Vendor	Collect Purchase Cards and exchange them with me for items!	Collect Purchase Cards and exchange them with me for items!	
Princess Eve		Everyday lottery (Holy Crater )	Do you have 'experience guidebook' with you?	Experience Point Giveaways!	Get a book--knowledge is power!
Princess Eve		Everyday Lottery (Thunder Hill )	Do you have an 'Instant Knowledge Book' with you?	Learn more, advance quickly with Instant Knowledge!	Get a book--knowledge is power!
Princess Eve		everyday lottery (oasis )	Do you have an 'Instant Knowledge Book' with you?	Learn more, advance quickly with Instant Knowledge!	Get a book--knowledge is power!
Travel Guide	Anniversary Guide	Meteor Pit npcp0078			
Travel Guide	Anniversary Guide	Thunder Hillnpcp0078			
Travel Guide	Anniversary Guide	San Joelnpcp0078			
Travel Guide	Anniversary Guide	Mirage Oasis npcp0078			
Travel Guide	Anniversary Guide	Spiritual Landnpcp0078			
Travel Guide	Anniversary Guide	Thunder Shirne npcp0078			
Travel Guide	Anniversary Guide	Saint Fieldnpcp0078			
Travel Guide	Anniversary Guide	Ghost Landnpcp0078			
Travel Guide	Anniversary Guide	Ekomi Railroad Center npcp0078			
Travel Guide	Anniversary Guide	Aired Field Spirited Away Cave npcp0078			
Travel Guide	Anniversary Guide	Aired Field Deep Lab npcp0078			
Travel Guide	Anniversary Guide	Tasla Field npcp0078			
Travel Guide	Anniversary Guide	Manas Ice Field npcp0078			
Travel Guide	Anniversary Guide	Sacred Hilltop npcp0078			
Travel Guide	Anniversary Guide	Cursed Desert npcp0078			
Travel Guide	Anniversary Guide	Deadlock Desert npcp0078			
Antique Seller		Meteor Pit npco0204			
Antique Seller		Thunder Hill npco0204			
Defense Captain		Meteor Pit npcp0001			
Defense Captain		Thunder Hill npcp0001			
Defense Captain		Apart from Individual Quest npcp0001			
Defense Captain		Apart from Individual Quest npcp0001			
Defense Captain		Apart from Individual Quest npcp0001			
Santa Claus		Meteor Pit npcp0235	Merry Christmas!	Could you find a present?	I'll exchange the present.
Santa Claus		Thunder Hill npcp0235	Merry Christmas!	Could you find a present?	I'll exchange the present.
Santa Claus		San Joel npcp0235	Merry Christmas!	Could you find a present?	I'll exchange the present.
Santa Claus		Mirage Oasis npcp0235	Merry Christmas!	Could you find a present?	I'll exchange the present.
Santa Claus		Apart from Individual Quest npcp0235			
Santa Claus		Apart from Individual Quest npcp0235			
Santa Claus		Apart from Individual Quest npcp0235			
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
Purified Box		Exit Sealed area			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Lkd Rm Entrance		Enter Underworld Castle Locked Room npce0147			
Meowgel	Dance	Dance Hall Entrance	Would you like to take a quest?	Would you like to take a quest?	
Sue	Sun Controller	Beginners Villiage			
Sue	Sun Controller	Meteor Pit			
Sue	Sun Controller	Thunder Hill			
Sue	Sun Controller	San Joel			
Sue	Sun Controller	Mirage Oasis			
Cears	Sirius	Hope Farm			
Sapling		Hope Farm			
Golden Dew Sapling		Hope Farm			
Golden Dew Sapling		Hope Farm			
Grandpa Hokins		09Christmas Meteor Pit			
Marie		09Christmas Meteor Pit			
Rera		09Christmas Meteor Pit			
Bob		09Christmas Meteor Pit			
Ti-Amo		09Christmas Meteor Pit			
Mystery Mortuary Tablet		09Christman Eson's house			
Eson's note		09Christman Eson's house			
